starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 02 14:47:36 2018	1522680456	0	16	16	16
Mon Apr 02 14:47:27 2018	1522680447	0	16	16	16
Mon Apr 02 14:47:31 2018	1522680451	0	16	16	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	16	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	16	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	16	16
Mon Apr 02 14:47:33 2018	1522680453	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:31 2018	1522680451	0	16	16	16
Mon Apr 02 14:47:29 2018	1522680449	1	16	16	15
Mon Apr 02 14:47:30 2018	1522680450	0	16	16	16
Mon Apr 02 14:47:29 2018	1522680449	0	16	16	16
Mon Apr 02 14:47:27 2018	1522680447	0	16	16	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	16	16
Mon Apr 02 14:47:31 2018	1522680451	0	16	16	16
Mon Apr 02 14:47:35 2018	1522680455	0	16	16	16
Mon Apr 02 14:47:24 2018	1522680444	0	16	16	16
Mon Apr 02 14:47:21 2018	1522680441	0	16	16	16
Mon Apr 02 14:47:24 2018	1522680444	0	16	16	16
Mon Apr 02 14:47:32 2018	1522680452	0	16	16	16
Mon Apr 02 14:47:31 2018	1522680451	0	16	16	16
Mon Apr 02 14:47:25 2018	1522680445	1	16	16	15
Mon Apr 02 14:47:26 2018	1522680446	1	16	16	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	16	16
Mon Apr 02 14:47:24 2018	1522680444	0	16	16	16
Mon Apr 02 14:47:27 2018	1522680447	0	16	16	16
Mon Apr 02 14:47:23 2018	1522680443	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:23 2018	1522680443	0	16	16	16
Mon Apr 02 14:47:33 2018	1522680453	1	16	16	16
Mon Apr 02 14:47:32 2018	1522680452	0	16	16	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	16	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	16	16
Mon Apr 02 14:47:34 2018	1522680454	1	16	16	15
Mon Apr 02 14:47:36 2018	1522680456	0	16	16	16
Mon Apr 02 14:47:32 2018	1522680452	0	16	16	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:21 2018	1522680441	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:23 2018	1522680443	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:23 2018	1522680443	0	16	16	16
Mon Apr 02 14:47:31 2018	1522680451	0	16	16	16
Mon Apr 02 14:47:34 2018	1522680454	0	16	16	16
Mon Apr 02 14:47:34 2018	1522680454	0	16	16	16
Mon Apr 02 14:47:24 2018	1522680444	0	16	16	16
Mon Apr 02 14:47:33 2018	1522680453	0	16	16	16
Mon Apr 02 14:47:37 2018	1522680457	0	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	16	16
Mon Apr 02 14:47:23 2018	1522680443	1	16	16	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	17	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:35 2018	1522680455	1	16	17	16
Mon Apr 02 14:47:23 2018	1522680443	1	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:30 2018	1522680450	0	16	17	16
Mon Apr 02 14:47:27 2018	1522680447	0	16	17	16
Mon Apr 02 14:47:31 2018	1522680451	1	16	17	16
Mon Apr 02 14:47:23 2018	1522680443	0	16	17	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	17	16
Mon Apr 02 14:47:25 2018	1522680445	1	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:28 2018	1522680448	0	16	17	16
Mon Apr 02 14:47:24 2018	1522680444	1	16	17	16
Mon Apr 02 14:47:34 2018	1522680454	0	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:37 2018	1522680457	0	16	17	16
Mon Apr 02 14:47:29 2018	1522680449	1	16	17	16
Mon Apr 02 14:47:30 2018	1522680450	0	16	17	16
Mon Apr 02 14:47:32 2018	1522680452	1	16	17	16
Mon Apr 02 14:47:32 2018	1522680452	0	16	17	16
Mon Apr 02 14:47:31 2018	1522680451	1	16	17	16
Mon Apr 02 14:47:33 2018	1522680453	1	16	17	16
Mon Apr 02 14:47:21 2018	1522680441	0	16	17	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	17	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:24 2018	1522680444	0	16	17	16
Mon Apr 02 14:47:27 2018	1522680447	0	16	17	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:23 2018	1522680443	0	16	17	16
Mon Apr 02 14:47:22 2018	1522680442	0	17	17	16
Mon Apr 02 14:47:25 2018	1522680445	0	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	16	17	16
Mon Apr 02 14:47:37 2018	1522680457	0	17	17	16
Mon Apr 02 14:47:33 2018	1522680453	0	17	17	16
Mon Apr 02 14:47:37 2018	1522680457	0	17	17	17
Mon Apr 02 14:47:28 2018	1522680448	0	16	17	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	17	16
Mon Apr 02 14:47:36 2018	1522680456	0	16	17	16
Mon Apr 02 14:47:35 2018	1522680455	0	17	17	17
Mon Apr 02 14:47:24 2018	1522680444	0	17	17	16
Mon Apr 02 14:47:22 2018	1522680442	0	16	17	16
Mon Apr 02 14:47:23 2018	1522680443	0	17	17	16
Mon Apr 02 14:47:32 2018	1522680452	0	17	17	17
Mon Apr 02 14:47:35 2018	1522680455	0	17	17	17
Mon Apr 02 14:47:23 2018	1522680443	0	17	17	17
Mon Apr 02 14:47:36 2018	1522680456	0	17	17	16
Mon Apr 02 14:47:33 2018	1522680453	0	17	17	17
Mon Apr 02 14:47:23 2018	1522680443	0	17	17	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	17
Mon Apr 02 14:47:22 2018	1522680442	0	17	17	13
Mon Apr 02 14:47:30 2018	1522680450	1	16	17	16
Mon Apr 02 14:47:27 2018	1522680447	1	16	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	17
Mon Apr 02 14:47:32 2018	1522680452	0	17	17	16
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	17
Mon Apr 02 14:47:34 2018	1522680454	1	16	17	16
Mon Apr 02 14:47:34 2018	1522680454	0	17	17	17
Mon Apr 02 14:47:25 2018	1522680445	1	17	17	16
Mon Apr 02 14:47:35 2018	1522680455	1	17	17	16
Mon Apr 02 14:47:27 2018	1522680447	0	17	17	17
Mon Apr 02 14:47:22 2018	1522680442	0	17	17	17
Mon Apr 02 14:47:31 2018	1522680451	0	17	17	17
Mon Apr 02 14:47:34 2018	1522680454	1	16	17	16
Mon Apr 02 14:47:25 2018	1522680445	0	17	17	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	17
Mon Apr 02 14:47:32 2018	1522680452	0	17	17	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	16
Mon Apr 02 14:47:36 2018	1522680456	0	17	17	16
Mon Apr 02 14:47:23 2018	1522680443	0	17	17	17
Mon Apr 02 14:47:36 2018	1522680456	0	17	17	13
Mon Apr 02 14:47:27 2018	1522680447	0	17	17	17
Mon Apr 02 14:47:28 2018	1522680448	1	17	17	16
Mon Apr 02 14:47:27 2018	1522680447	0	17	17	17
Mon Apr 02 14:47:36 2018	1522680456	0	17	17	17
Mon Apr 02 14:47:32 2018	1522680452	0	17	17	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	17
Mon Apr 02 14:47:32 2018	1522680452	0	17	17	17
Mon Apr 02 14:47:22 2018	1522680442	0	17	17	17
Mon Apr 02 14:47:27 2018	1522680447	0	17	17	17
Mon Apr 02 14:47:32 2018	1522680452	0	17	17	17
Mon Apr 02 14:47:29 2018	1522680449	0	17	17	17
Mon Apr 02 14:47:23 2018	1522680443	0	17	17	17
Mon Apr 02 14:47:28 2018	1522680448	1	17	17	17
Mon Apr 02 14:47:24 2018	1522680444	0	17	17	17
Mon Apr 02 14:47:37 2018	1522680457	0	17	17	17
Mon Apr 02 14:47:35 2018	1522680455	0	17	17	17
Mon Apr 02 14:47:27 2018	1522680447	0	17	17	17
Mon Apr 02 14:47:21 2018	1522680441	0	17	17	17
Mon Apr 02 14:47:33 2018	1522680453	1	17	17	17
Mon Apr 02 14:47:33 2018	1522680453	1	17	17	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	17	17
Mon Apr 02 14:47:23 2018	1522680443	0	17	17	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	18	17
Mon Apr 02 14:47:26 2018	1522680446	0	17	18	17
Mon Apr 02 14:47:33 2018	1522680453	0	17	18	17
Mon Apr 02 14:47:31 2018	1522680451	0	17	18	13
Mon Apr 02 14:47:32 2018	1522680452	0	17	18	17
Mon Apr 02 14:47:22 2018	1522680442	0	17	18	17
Mon Apr 02 14:47:27 2018	1522680447	0	17	18	17
Mon Apr 02 14:47:34 2018	1522680454	1	17	18	17
Mon Apr 02 14:47:26 2018	1522680446	1	17	18	17
Mon Apr 02 14:47:31 2018	1522680451	0	18	18	17
Mon Apr 02 14:47:27 2018	1522680447	0	17	18	13
Mon Apr 02 14:47:33 2018	1522680453	0	18	18	17
Mon Apr 02 14:47:21 2018	1522680441	0	18	18	17
Mon Apr 02 14:47:25 2018	1522680445	1	17	18	17
Mon Apr 02 14:47:27 2018	1522680447	0	18	18	17
Mon Apr 02 14:47:24 2018	1522680444	0	18	18	13
Mon Apr 02 14:47:24 2018	1522680444	0	18	18	18
Mon Apr 02 14:47:37 2018	1522680457	1	18	18	17
Mon Apr 02 14:47:24 2018	1522680444	0	18	18	18
Mon Apr 02 14:47:23 2018	1522680443	1	18	18	17
Mon Apr 02 14:47:22 2018	1522680442	0	18	18	18
Mon Apr 02 14:47:37 2018	1522680457	0	18	18	18
Mon Apr 02 14:47:27 2018	1522680447	0	18	18	18
Mon Apr 02 14:47:22 2018	1522680442	0	18	18	18
Mon Apr 02 14:47:29 2018	1522680449	0	18	19	18
Mon Apr 02 14:47:26 2018	1522680446	1	18	19	18
Mon Apr 02 14:47:32 2018	1522680452	0	18	19	18
Mon Apr 02 14:47:24 2018	1522680444	1	18	19	18
Mon Apr 02 14:47:37 2018	1522680457	0	18	19	18
Mon Apr 02 14:47:34 2018	1522680454	0	18	19	18
Mon Apr 02 14:47:25 2018	1522680445	4	15	19	15
Mon Apr 02 14:47:33 2018	1522680453	1	18	19	18
Mon Apr 02 14:47:23 2018	1522680443	0	19	19	19
Mon Apr 02 14:47:22 2018	1522680442	0	19	19	15
Mon Apr 02 14:47:25 2018	1522680445	1	19	19	19
Mon Apr 02 14:47:21 2018	1522680441	0	19	19	19
Mon Apr 02 14:47:22 2018	1522680442	0	19	19	19
Mon Apr 02 14:47:24 2018	1522680444	5	15	20	15
Mon Apr 02 14:47:28 2018	1522680448	0	19	20	19
Mon Apr 02 14:47:23 2018	1522680443	0	20	20	20
Mon Apr 02 14:47:35 2018	1522680455	0	20	20	20
Mon Apr 02 14:47:36 2018	1522680456	1	20	20	20
Mon Apr 02 14:47:36 2018	1522680456	0	20	21	20
Mon Apr 02 14:47:26 2018	1522680446	0	20	21	20
Mon Apr 02 14:47:27 2018	1522680447	1	20	21	20
Mon Apr 02 14:47:34 2018	1522680454	5	16	21	15
Mon Apr 02 14:47:23 2018	1522680443	0	20	21	20
Mon Apr 02 14:47:33 2018	1522680453	0	21	21	20
Mon Apr 02 14:47:21 2018	1522680441	0	21	21	21
Mon Apr 02 14:47:22 2018	1522680442	0	21	22	21
Mon Apr 02 14:47:31 2018	1522680451	0	21	22	21
Mon Apr 02 14:47:37 2018	1522680457	0	21	22	21
Mon Apr 02 14:47:23 2018	1522680443	5	17	22	17
Mon Apr 02 14:47:36 2018	1522680456	5	17	22	17
Mon Apr 02 14:47:33 2018	1522680453	4	18	22	17
Mon Apr 02 14:47:23 2018	1522680443	0	22	22	21
Mon Apr 02 14:47:25 2018	1522680445	0	22	22	22
Mon Apr 02 14:47:25 2018	1522680445	0	22	22	22
Mon Apr 02 14:47:24 2018	1522680444	0	22	22	22
Mon Apr 02 14:47:37 2018	1522680457	0	22	22	22
Mon Apr 02 14:47:27 2018	1522680447	1	22	22	22
Mon Apr 02 14:47:22 2018	1522680442	5	17	22	17
Mon Apr 02 14:47:35 2018	1522680455	1	22	22	21
Mon Apr 02 14:47:22 2018	1522680442	0	22	22	22
Mon Apr 02 14:47:30 2018	1522680450	1	22	23	22
Mon Apr 02 14:47:33 2018	1522680453	5	18	23	17
Mon Apr 02 14:47:27 2018	1522680447	1	22	23	22
Mon Apr 02 14:47:35 2018	1522680455	0	23	23	22
Mon Apr 02 14:47:30 2018	1522680450	0	23	23	23
Mon Apr 02 14:47:33 2018	1522680453	0	23	23	22
Mon Apr 02 14:47:27 2018	1522680447	0	23	23	23
Mon Apr 02 14:47:34 2018	1522680454	1	22	23	22
Mon Apr 02 14:47:34 2018	1522680454	5	18	23	18
Mon Apr 02 14:47:33 2018	1522680453	4	19	23	19
Mon Apr 02 14:47:29 2018	1522680449	0	23	23	23
Mon Apr 02 14:47:25 2018	1522680445	0	23	23	23
Mon Apr 02 14:47:35 2018	1522680455	0	23	24	23
Mon Apr 02 14:47:27 2018	1522680447	0	23	24	23
Mon Apr 02 14:47:23 2018	1522680443	0	25	25	20
Mon Apr 02 14:47:30 2018	1522680450	1	25	26	25
Mon Apr 02 14:47:21 2018	1522680441	0	26	26	26
Mon Apr 02 14:47:30 2018	1522680450	1	26	26	26
Mon Apr 02 14:47:28 2018	1522680448	5	22	27	21
Mon Apr 02 14:47:37 2018	1522680457	0	26	27	26
Mon Apr 02 14:47:30 2018	1522680450	1	27	28	27
Mon Apr 02 14:47:22 2018	1522680442	1	28	28	27
Mon Apr 02 14:47:21 2018	1522680441	0	36	36	36
Mon Apr 02 14:47:21 2018	1522680441	0	37	37	37
Mon Apr 02 14:47:21 2018	1522680441	0	41	41	41
Mon Apr 02 14:47:21 2018	1522680441	0	43	43	43
Mon Apr 02 14:47:21 2018	1522680441	0	47	47	47
Mon Apr 02 14:47:20 2018	1522680440	1	753	755	753
